"Valor_x","Raiz"
"0.0","0"
"3.50000000000000","3.436828912326676516449853271293607263852845364808887984978387077116378262048"
"6.50000000000000","6.119024225042323628684658275914956417485773708864763487422485943105952775362"
"9.80000000000000","9.529904336449029234397248195760734491409915520321258617959112057052406350916"
"12.5000000000000","12.48619630833968270294332657174229421853205272731475472208470646805507848460"
